features,fractal,model1,model2,dm_stat,p_value,n_obs,significant
GEX+SKEW+PUTCALLRATIO,wavelet,LSTM,CNN_LSTM,-4.336469099197733,1.4543533325195312e-05,587,True
GEX+SKEW+PUTCALLRATIO,wavelet,GRU,CNN,-11.564455217998656,0.0,587,True
GEX+SKEW+PUTCALLRATIO,wavelet,GRU,CNN_LSTM,-6.897715242052143,0.0,587,True
GEX+SKEW+PUTCALLRATIO,wavelet,CNN,CNN_LSTM,3.8367561655483198,0.0001245737075805664,587,True
PUTCALLRATIO,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
PUTCALLRATIO,hurst,ARIMA,ANN,-52.112889846214905,0.0,597,True
PUTCALLRATIO,hurst,ARIMA,RNN,-52.09833125909355,0.0,597,True
PUTCALLRATIO,hurst,ARIMA,LSTM,-52.01859462366982,0.0,597,True
PUTCALLRATIO,hurst,ARIMA,GRU,-51.96692758637809,0.0,597,True
PUTCALLRATIO,hurst,ARIMA,CNN,-52.056328532859574,0.0,597,True
PUTCALLRATIO,hurst,ARIMA,CNN_LSTM,-51.95762205870531,0.0,597,True
PUTCALLRATIO,hurst,GARCH,ANN,-82.54005500156751,0.0,597,True
PUTCALLRATIO,hurst,GARCH,RNN,-82.63417137735405,0.0,597,True
PUTCALLRATIO,hurst,GARCH,LSTM,-82.4744770345752,0.0,597,True
PUTCALLRATIO,hurst,GARCH,GRU,-82.43689213785626,0.0,597,True
PUTCALLRATIO,hurst,GARCH,CNN,-82.53939301304729,0.0,597,True
PUTCALLRATIO,hurst,GARCH,CNN_LSTM,-82.38065156376086,0.0,597,True
PUTCALLRATIO,hurst,ANN,RNN,7.346546933378103,0.0,597,True
PUTCALLRATIO,hurst,ANN,LSTM,7.1995192797563705,0.0,597,True
PUTCALLRATIO,hurst,ANN,GRU,1.3817230176386663,0.16705679893493652,597,False
PUTCALLRATIO,hurst,ANN,CNN,1.251943170388489,0.21059060096740723,597,False
PUTCALLRATIO,hurst,ANN,CNN_LSTM,-0.9915210913155411,0.32143115997314453,597,False
PUTCALLRATIO,hurst,RNN,LSTM,2.340273104097853,0.019269704818725586,597,True
PUTCALLRATIO,hurst,RNN,GRU,-3.6728527146787386,0.00023984909057617188,597,True
PUTCALLRATIO,hurst,RNN,CNN,-6.14404007375015,0.0,597,True
PUTCALLRATIO,hurst,RNN,CNN_LSTM,-6.729370491253785,0.0,597,True
PUTCALLRATIO,hurst,LSTM,GRU,-6.389876132435392,0.0,597,True
PUTCALLRATIO,hurst,LSTM,CNN,-8.096513817735302,0.0,597,True
PUTCALLRATIO,hurst,LSTM,CNN_LSTM,-9.995123941933535,0.0,597,True
PUTCALLRATIO,hurst,GRU,CNN,-0.9522537689677208,0.3409682512283325,597,False
PUTCALLRATIO,hurst,GRU,CNN_LSTM,-7.702168617501763,0.0,597,True
PUTCALLRATIO,hurst,CNN,CNN_LSTM,-2.956914652253245,0.003107309341430664,597,True
PUTCALLRATIO,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
PUTCALLRATIO,none,ARIMA,ANN,-44.49100154744878,0.0,617,True
PUTCALLRATIO,none,ARIMA,RNN,-44.387559684796074,0.0,617,True
PUTCALLRATIO,none,ARIMA,LSTM,-44.35519932943803,0.0,617,True
PUTCALLRATIO,none,ARIMA,GRU,-44.35699739281572,0.0,617,True
PUTCALLRATIO,none,ARIMA,CNN,-44.46979685570353,0.0,617,True
PUTCALLRATIO,none,ARIMA,CNN_LSTM,-44.434457968413234,0.0,617,True
PUTCALLRATIO,none,GARCH,ANN,-74.71663994153677,0.0,617,True
PUTCALLRATIO,none,GARCH,RNN,-74.64034364327719,0.0,617,True
PUTCALLRATIO,none,GARCH,LSTM,-74.39237227985802,0.0,617,True
PUTCALLRATIO,none,GARCH,GRU,-74.34415618146603,0.0,617,True
PUTCALLRATIO,none,GARCH,CNN,-74.68198397625264,0.0,617,True
PUTCALLRATIO,none,GARCH,CNN_LSTM,-74.57539807082716,0.0,617,True
PUTCALLRATIO,none,ANN,RNN,-5.547175043773712,0.0,617,True
PUTCALLRATIO,none,ANN,LSTM,-1.3523030445739879,0.17627835273742676,617,False
PUTCALLRATIO,none,ANN,GRU,-2.3041173291283115,0.021216154098510742,617,True
PUTCALLRATIO,none,ANN,CNN,-0.8042483238339677,0.42125368118286133,617,False
PUTCALLRATIO,none,ANN,CNN_LSTM,-2.731903181536581,0.006296992301940918,617,True
PUTCALLRATIO,none,RNN,LSTM,6.051760050849313,0.0,617,True
PUTCALLRATIO,none,RNN,GRU,4.261934191818535,2.0384788513183594e-05,617,True
PUTCALLRATIO,none,RNN,CNN,5.199062499695778,1.1920928955078125e-07,617,True
PUTCALLRATIO,none,RNN,CNN_LSTM,4.605702004910662,4.172325134277344e-06,617,True
PUTCALLRATIO,none,LSTM,GRU,-2.070497668818538,0.038405656814575195,617,True
PUTCALLRATIO,none,LSTM,CNN,0.9340254524728872,0.35029077529907227,617,False
PUTCALLRATIO,none,LSTM,CNN_LSTM,-0.8038798869780676,0.4214663505554199,617,False
PUTCALLRATIO,none,GRU,CNN,1.9863877331737851,0.046990394592285156,617,True
PUTCALLRATIO,none,GRU,CNN_LSTM,0.5758699771383007,0.564703106880188,617,False
PUTCALLRATIO,none,CNN,CNN_LSTM,-3.4771654108741332,0.0005067586898803711,617,True
PUTCALLRATIO,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
PUTCALLRATIO,wavelet,ARIMA,ANN,-53.0605818681208,0.0,587,True
PUTCALLRATIO,wavelet,ARIMA,RNN,-52.891931875298454,0.0,587,True
PUTCALLRATIO,wavelet,ARIMA,LSTM,-52.73204067212458,0.0,587,True
PUTCALLRATIO,wavelet,ARIMA,GRU,-52.82307198800616,0.0,587,True
PUTCALLRATIO,wavelet,ARIMA,CNN,-53.03577593372983,0.0,587,True
PUTCALLRATIO,wavelet,ARIMA,CNN_LSTM,-52.90842466044657,0.0,587,True
PUTCALLRATIO,wavelet,GARCH,ANN,-84.65429468311429,0.0,587,True
PUTCALLRATIO,wavelet,GARCH,RNN,-84.26597704009272,0.0,587,True
PUTCALLRATIO,wavelet,GARCH,LSTM,-83.88805081867882,0.0,587,True
PUTCALLRATIO,wavelet,GARCH,GRU,-84.25333956639919,0.0,587,True
PUTCALLRATIO,wavelet,GARCH,CNN,-84.60588871204561,0.0,587,True
PUTCALLRATIO,wavelet,GARCH,CNN_LSTM,-84.15593992318529,0.0,587,True
PUTCALLRATIO,wavelet,ANN,RNN,-8.209080569362454,0.0,587,True
PUTCALLRATIO,wavelet,ANN,LSTM,-17.672684488529026,0.0,587,True
PUTCALLRATIO,wavelet,ANN,GRU,-28.6668609123095,0.0,587,True
PUTCALLRATIO,wavelet,ANN,CNN,-2.346810843513311,0.018934965133666992,587,True
PUTCALLRATIO,wavelet,ANN,CNN_LSTM,7.249077080348072,0.0,587,True
PUTCALLRATIO,wavelet,RNN,LSTM,-8.998418101025171,0.0,587,True
PUTCALLRATIO,wavelet,RNN,GRU,-17.391020260861364,0.0,587,True
PUTCALLRATIO,wavelet,RNN,CNN,4.9186575100539365,9.5367431640625e-07,587,True
PUTCALLRATIO,wavelet,RNN,CNN_LSTM,14.072073689026146,0.0,587,True
PUTCALLRATIO,wavelet,LSTM,GRU,-15.270171574975619,0.0,587,True
PUTCALLRATIO,wavelet,LSTM,CNN,16.38604122391883,0.0,587,True
PUTCALLRATIO,wavelet,LSTM,CNN_LSTM,41.6738513262328,0.0,587,True
PUTCALLRATIO,wavelet,GRU,CNN,37.14316280808446,0.0,587,True
PUTCALLRATIO,wavelet,GRU,CNN_LSTM,36.6325991356908,0.0,587,True
PUTCALLRATIO,wavelet,CNN,CNN_LSTM,11.35147979034908,0.0,587,True
SKEW,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
SKEW,hurst,ARIMA,ANN,-52.1128399838875,0.0,597,True
SKEW,hurst,ARIMA,RNN,-51.88550255371771,0.0,597,True
SKEW,hurst,ARIMA,LSTM,-52.101239381946705,0.0,597,True
SKEW,hurst,ARIMA,GRU,-52.07172518999126,0.0,597,True
SKEW,hurst,ARIMA,CNN,-52.182065589064656,0.0,597,True
SKEW,hurst,ARIMA,CNN_LSTM,-52.13966622158766,0.0,597,True
SKEW,hurst,GARCH,ANN,-82.82491983134555,0.0,597,True
SKEW,hurst,GARCH,RNN,-82.65161859873767,0.0,597,True
SKEW,hurst,GARCH,LSTM,-82.5846049777797,0.0,597,True
SKEW,hurst,GARCH,GRU,-82.60095565484391,0.0,597,True
SKEW,hurst,GARCH,CNN,-82.9925817476902,0.0,597,True
SKEW,hurst,GARCH,CNN_LSTM,-82.85841441574152,0.0,597,True
SKEW,hurst,ANN,RNN,-15.75484355647686,0.0,597,True
SKEW,hurst,ANN,LSTM,0.3352600388030241,0.7374289035797119,597,False
SKEW,hurst,ANN,GRU,2.751444148165378,0.005933284759521484,597,True
SKEW,hurst,ANN,CNN,-9.557742910117788,0.0,597,True
SKEW,hurst,ANN,CNN_LSTM,7.412257484663769,0.0,597,True
SKEW,hurst,RNN,LSTM,14.235875996128376,0.0,597,True
SKEW,hurst,RNN,GRU,16.258228099190934,0.0,597,True
SKEW,hurst,RNN,CNN,13.066530859535492,0.0,597,True
SKEW,hurst,RNN,CNN_LSTM,16.82820580928459,0.0,597,True
SKEW,hurst,LSTM,GRU,4.768642899118102,1.9073486328125e-06,597,True
SKEW,hurst,LSTM,CNN,-5.278797189442529,2.384185791015625e-07,597,True
SKEW,hurst,LSTM,CNN_LSTM,4.949622701965403,7.152557373046875e-07,597,True
SKEW,hurst,GRU,CNN,-6.826879018622498,0.0,597,True
SKEW,hurst,GRU,CNN_LSTM,2.2264118090648606,0.025986671447753906,597,True
SKEW,hurst,CNN,CNN_LSTM,9.976769155562955,0.0,597,True
SKEW,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
SKEW,none,ARIMA,ANN,-44.6431595962457,0.0,617,True
SKEW,none,ARIMA,RNN,-44.481921858736975,0.0,617,True
SKEW,none,ARIMA,LSTM,-44.51923567702945,0.0,617,True
SKEW,none,ARIMA,GRU,-44.51664265594854,0.0,617,True
SKEW,none,ARIMA,CNN,-44.53182288303669,0.0,617,True
SKEW,none,ARIMA,CNN_LSTM,-44.57508945729538,0.0,617,True
SKEW,none,GARCH,ANN,-75.15404554170557,0.0,617,True
SKEW,none,GARCH,RNN,-74.74293340205402,0.0,617,True
SKEW,none,GARCH,LSTM,-74.7358040358608,0.0,617,True
SKEW,none,GARCH,GRU,-74.755457718305,0.0,617,True
SKEW,none,GARCH,CNN,-74.88321183561358,0.0,617,True
SKEW,none,GARCH,CNN_LSTM,-74.96464387736425,0.0,617,True
SKEW,none,ANN,RNN,-2.262969045253433,0.02363753318786621,617,True
SKEW,none,ANN,LSTM,-7.28231776885946,0.0,617,True
SKEW,none,ANN,GRU,-3.1897651202542097,0.0014240741729736328,617,True
SKEW,none,ANN,CNN,3.44485304358509,0.0005713701248168945,617,True
SKEW,none,ANN,CNN_LSTM,4.822729600266027,1.430511474609375e-06,617,True
SKEW,none,RNN,LSTM,-3.849611756875918,0.00011837482452392578,617,True
SKEW,none,RNN,GRU,-0.02362178940859377,0.9811543226242065,617,False
SKEW,none,RNN,CNN,5.211755845565119,2.384185791015625e-07,617,True
SKEW,none,RNN,CNN_LSTM,4.128421311320125,3.647804260253906e-05,617,True
SKEW,none,LSTM,GRU,6.679658230985932,0.0,617,True
SKEW,none,LSTM,CNN,7.917191250851415,0.0,617,True
SKEW,none,LSTM,CNN_LSTM,8.530849583498107,0.0,617,True
SKEW,none,GRU,CNN,5.697321173348309,0.0,617,True
SKEW,none,GRU,CNN_LSTM,5.561868016366937,0.0,617,True
SKEW,none,CNN,CNN_LSTM,-1.3172785167053673,0.1877453327178955,617,False
SKEW,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
SKEW,wavelet,ARIMA,ANN,-53.07404800935558,0.0,587,True
SKEW,wavelet,ARIMA,RNN,-52.86986837508241,0.0,587,True
SKEW,wavelet,ARIMA,LSTM,-52.86313457719551,0.0,587,True
SKEW,wavelet,ARIMA,GRU,-52.879407630875555,0.0,587,True
SKEW,wavelet,ARIMA,CNN,-53.052589882893585,0.0,587,True
SKEW,wavelet,ARIMA,CNN_LSTM,-52.71373639757188,0.0,587,True
SKEW,wavelet,GARCH,ANN,-84.6894562969854,0.0,587,True
SKEW,wavelet,GARCH,RNN,-84.16433875813972,0.0,587,True
SKEW,wavelet,GARCH,LSTM,-84.09164924829174,0.0,587,True
SKEW,wavelet,GARCH,GRU,-84.20993556080522,0.0,587,True
SKEW,wavelet,GARCH,CNN,-84.75591500677447,0.0,587,True
SKEW,wavelet,GARCH,CNN_LSTM,-83.77746487764,0.0,587,True
SKEW,wavelet,ANN,RNN,-6.6430476359761474,0.0,587,True
SKEW,wavelet,ANN,LSTM,-0.7565617568602411,0.4493124485015869,587,False
SKEW,wavelet,ANN,GRU,-7.136923339581434,0.0,587,True
SKEW,wavelet,ANN,CNN,-7.7349622319304006,0.0,587,True
SKEW,wavelet,ANN,CNN_LSTM,-11.670869077113116,0.0,587,True
SKEW,wavelet,RNN,LSTM,6.684205748759715,0.0,587,True
SKEW,wavelet,RNN,GRU,-0.16683473720185257,0.8675000667572021,587,False
SKEW,wavelet,RNN,CNN,-3.5183315266933546,0.0004343986511230469,587,True
SKEW,wavelet,RNN,CNN_LSTM,-4.143071554385798,3.421306610107422e-05,587,True
SKEW,wavelet,LSTM,GRU,-18.082097265326116,0.0,587,True
SKEW,wavelet,LSTM,CNN,-8.537322909272458,0.0,587,True
SKEW,wavelet,LSTM,CNN_LSTM,-25.966032837624294,0.0,587,True
SKEW,wavelet,GRU,CNN,-4.696737686491248,2.6226043701171875e-06,587,True
SKEW,wavelet,GRU,CNN_LSTM,-6.342525034933425,0.0,587,True
SKEW,wavelet,CNN,CNN_LSTM,1.1835568513228658,0.236588716506958,587,False
SKEW+PUTCALLRATIO,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
SKEW+PUTCALLRATIO,hurst,ARIMA,ANN,-52.23437945838757,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ARIMA,RNN,-52.095468029210025,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ARIMA,LSTM,-52.01296654014343,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ARIMA,GRU,-52.10403565069458,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ARIMA,CNN,-52.064010268282345,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ARIMA,CNN_LSTM,-52.199937776876595,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GARCH,ANN,-82.95463045024812,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GARCH,RNN,-82.6693600434688,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GARCH,LSTM,-82.48111369372386,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GARCH,GRU,-82.60655819512068,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GARCH,CNN,-82.71260560629908,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GARCH,CNN_LSTM,-83.07772235158193,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ANN,RNN,6.545459949477136,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ANN,LSTM,5.467168092218809,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ANN,GRU,6.187205269312161,0.0,597,True
SKEW+PUTCALLRATIO,hurst,ANN,CNN,-3.7355564833779074,0.00018715858459472656,597,True
SKEW+PUTCALLRATIO,hurst,ANN,CNN_LSTM,7.960691936321467,0.0,597,True
SKEW+PUTCALLRATIO,hurst,RNN,LSTM,-0.2986274037122973,0.7652243375778198,597,False
SKEW+PUTCALLRATIO,hurst,RNN,GRU,-2.6245470923921426,0.008676409721374512,597,True
SKEW+PUTCALLRATIO,hurst,RNN,CNN,-6.817918370899661,0.0,597,True
SKEW+PUTCALLRATIO,hurst,RNN,CNN_LSTM,1.4138523153400266,0.15740525722503662,597,False
SKEW+PUTCALLRATIO,hurst,LSTM,GRU,-1.790265250763911,0.07341134548187256,597,False
SKEW+PUTCALLRATIO,hurst,LSTM,CNN,-6.6235462882172955,0.0,597,True
SKEW+PUTCALLRATIO,hurst,LSTM,CNN_LSTM,1.6015692741201777,0.10925090312957764,597,False
SKEW+PUTCALLRATIO,hurst,GRU,CNN,-5.8731034181278305,0.0,597,True
SKEW+PUTCALLRATIO,hurst,GRU,CNN_LSTM,2.9671202974395667,0.0030059814453125,597,True
SKEW+PUTCALLRATIO,hurst,CNN,CNN_LSTM,8.215036053050598,0.0,597,True
SKEW+PUTCALLRATIO,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
SKEW+PUTCALLRATIO,none,ARIMA,ANN,-44.50624646018915,0.0,617,True
SKEW+PUTCALLRATIO,none,ARIMA,RNN,-44.4039347575401,0.0,617,True
SKEW+PUTCALLRATIO,none,ARIMA,LSTM,-44.43894068422409,0.0,617,True
SKEW+PUTCALLRATIO,none,ARIMA,GRU,-44.44879943422148,0.0,617,True
SKEW+PUTCALLRATIO,none,ARIMA,CNN,-44.50366880562118,0.0,617,True
SKEW+PUTCALLRATIO,none,ARIMA,CNN_LSTM,-44.453394963645856,0.0,617,True
SKEW+PUTCALLRATIO,none,GARCH,ANN,-74.80614214185017,0.0,617,True
SKEW+PUTCALLRATIO,none,GARCH,RNN,-74.53942967005683,0.0,617,True
SKEW+PUTCALLRATIO,none,GARCH,LSTM,-74.54992068312376,0.0,617,True
SKEW+PUTCALLRATIO,none,GARCH,GRU,-74.54206059269163,0.0,617,True
SKEW+PUTCALLRATIO,none,GARCH,CNN,-74.87922458719088,0.0,617,True
SKEW+PUTCALLRATIO,none,GARCH,CNN_LSTM,-74.71835650491614,0.0,617,True
SKEW+PUTCALLRATIO,none,ANN,RNN,2.4044794249004475,0.01619541645050049,617,True
SKEW+PUTCALLRATIO,none,ANN,LSTM,3.1770706803598303,0.00148773193359375,617,True
SKEW+PUTCALLRATIO,none,ANN,GRU,1.2394050685266946,0.2151956558227539,617,False
SKEW+PUTCALLRATIO,none,ANN,CNN,-4.2462558946780895,2.1696090698242188e-05,617,True
SKEW+PUTCALLRATIO,none,ANN,CNN_LSTM,5.911657543165539,0.0,617,True
SKEW+PUTCALLRATIO,none,RNN,LSTM,0.8700773869500695,0.3842582702636719,617,False
SKEW+PUTCALLRATIO,none,RNN,GRU,-1.7950109478541563,0.07265186309814453,617,False
SKEW+PUTCALLRATIO,none,RNN,CNN,-4.078118880052364,4.5299530029296875e-05,617,True
SKEW+PUTCALLRATIO,none,RNN,CNN_LSTM,1.2016435256483382,0.2295016050338745,617,False
SKEW+PUTCALLRATIO,none,LSTM,GRU,-4.477027890812682,7.62939453125e-06,617,True
SKEW+PUTCALLRATIO,none,LSTM,CNN,-4.317718943753602,1.5735626220703125e-05,617,True
SKEW+PUTCALLRATIO,none,LSTM,CNN_LSTM,0.24945659781406346,0.8030076026916504,617,False
SKEW+PUTCALLRATIO,none,GRU,CNN,-3.18400020204371,0.0014526844024658203,617,True
SKEW+PUTCALLRATIO,none,GRU,CNN_LSTM,2.7739529598236983,0.005537986755371094,617,True
SKEW+PUTCALLRATIO,none,CNN,CNN_LSTM,6.094992767089939,0.0,617,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,ANN,-53.129545122473296,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,RNN,-53.156887512616386,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,LSTM,-52.964195260739416,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,GRU,-52.862983085104766,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,CNN,-52.74726792119951,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ARIMA,CNN_LSTM,-52.83890559314002,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GARCH,ANN,-84.67898808665886,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GARCH,RNN,-84.49354980580736,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GARCH,LSTM,-84.40284920303336,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GARCH,GRU,-84.17876825851167,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GARCH,CNN,-84.71476651659455,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GARCH,CNN_LSTM,-84.08915285906352,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ANN,RNN,5.32603944217634,1.1920928955078125e-07,587,True
SKEW+PUTCALLRATIO,wavelet,ANN,LSTM,-11.828392080342468,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ANN,GRU,-14.854112563024842,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ANN,CNN,-36.28057911877709,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,ANN,CNN_LSTM,-8.952435334645163,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,RNN,LSTM,-12.745208626434897,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,RNN,GRU,-15.64465650667863,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,RNN,CNN,-34.96759814415151,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,RNN,CNN_LSTM,-12.346013335436552,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,LSTM,GRU,-3.7202587962023967,0.0001990795135498047,587,True
SKEW+PUTCALLRATIO,wavelet,LSTM,CNN,-38.829309035448375,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,LSTM,CNN_LSTM,-0.22857642641818582,0.8191981315612793,587,False
SKEW+PUTCALLRATIO,wavelet,GRU,CNN,-35.213699132812955,0.0,587,True
SKEW+PUTCALLRATIO,wavelet,GRU,CNN_LSTM,4.744865891012899,2.1457672119140625e-06,587,True
SKEW+PUTCALLRATIO,wavelet,CNN,CNN_LSTM,34.943418586138094,0.0,587,True
